"URL","ASIN","Title","Brand","Fulfillment","Category","BSR","Subcategory","Price","Price Trend (90 days) (%)","Monthly Sales","Sales Trend (90 days) (%)","Monthly Revenue","Review Count","Reviews Rating","Seller","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Length","Width","Height","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.com/dp/B0BRXMYKSZ","B0BRXMYKSZ","RV Capmer King 70 x 80 Sheets - Microfiber Rv Sheets Set For Campers- 4 Piece Hotel Luxury Bed Sheets - RV Capmer King Sheets 70 x 80 For Motorhomes, Campers, Rv'S & Travel Trailers(Light Blue)","Cottington Lane","FBM","Home & Kitchen",131039,"Sheet & Pillowcase Sets",35.99,"N/A",170,395,6118.3,112,4.2,"Cottington Lane",1,1186,248,"Large Standard-Size",4.57,9.33,11.73,4.19,"N/A","N/A","09/01/2023",6,9,199,1.52
"https://amazon.com/dp/B0C592Y5MH","B0C592Y5MH","GUASDIE Animal Heads Wall Decor, Faux Deer Head Mount, Animal Sculptures Wall Decor, Resin Animal Head Wall Hanging Decoration for Living Room Bedroom Kitchen Gift,Rat","GUASDIE","FBA","Home & Kitchen",16820,"Statues",19.98,"N/A",473,1017,9450.54,33,3.8,"ZhengZhouJinRuoLiuShangMaoYouXianGongSi",2,"N/A","N/A","Large Standard-Size",3.19,7.72,10.24,0.37,100.7,350.25,"02/01/2024","-",7,6,14.33
"https://amazon.com/dp/B0C8HKPRWK","B0C8HKPRWK","t25 torx bits for impact driver,SuSuMu 20 Pieces T25 2 In. Impact Tough Magnetic #25 Torx Head Power Bits, S2 Alloy Steel T25 Screwdriver Bits Set","SUSUMU","FBA","Tools & Home Improvement",49860,"N/A",17.73,"N/A",312,60,5531.76,41,4.1,"WekAut",1,"N/A","N/A","Large Standard-Size",0.87,1.65,3.98,0.4,2.28,7.94,"01/01/2024",7,7,10,7.61
"https://amazon.com/dp/B0C4TGR7DJ","B0C4TGR7DJ","Ditucu Cute Carrot Shaped Chair Cushion Comfy Seat Cushions Kawaii Gaming Chair Cushion 29 x 23 inch Lazy Sofa Office Floor Stuff Pillow Pad for Gamer Room Decor","Ditucu","FBA","Kitchen & Dining",50422,"Chair Pads",29.99,16,188,-17,5638.12,116,4.2,"Ditucu",1,"N/A","N/A","Large Standard-Size",3.82,13.3,13.46,2.05,273.06,949.79,"12/01/2023",7,8,6,1.62
"https://amazon.com/dp/B0C4F64RTS","B0C4F64RTS","uahpet Stainless Steel Cat Water Fountain Replacement Filters 6 Pack with 8 Filter Sponges","uahpet","FBA","Pet Supplies",22837,"Fountains",22.99,"N/A",425,-14,9770.75,78,4.2,"uahpet US",1,"N/A","N/A","Large Standard-Size",2.44,3.9,4.61,0.43,17.5,60.87,"11/01/2023",4,11,0,5.59
"https://amazon.com/dp/B0BZVQDKSS","B0BZVQDKSS","EDISHINE LED Corner Floor Lamp with Glass Lampshade, Modern Dimmable Lamp with Remote, 5 CCT, 65"" Tall Standing Light for Living Room, Bedroom, Office, Bulb Included (Gold)","EDISHINE","FBA","Tools & Home Improvement",75211,"Floor Lamps",37.99,-16,106,96,4026.94,39,3.9,"Dewenwils",1,"N/A","N/A","Large Standard-Size",7.36,12.87,16.57,9.41,626.74,2179.95,"08/01/2023",7,9,2,2.72
"https://amazon.com/dp/B0BW5JC82C","B0BW5JC82C","ZXCVB Artificial Grass for Dogs 40”x26”, 2-Pack, Outdoor Grass Pad for Dogs and Grass for Dogs Potty, Potty Training Rug and Replacement Artificial Grass Turf","ZXCVB","FBA","Pet Supplies",43357,"Litter Boxes",39.99,29,152,94,6078.48,144,4,"Zxcvb Store",1,"N/A","N/A","Small Oversize",3.25,22,26.75,5.63,531.28,1328.21,"10/01/2023",5,6,3,1.06
"https://amazon.com/dp/B0C3KZCM5N","B0C3KZCM5N","YIZAIJIA Plant Stand Indoor Corner Plant Shelf 5 Tier 9 Potted Flower Shelves Wooden Plant Stands Garden Plant Holder Rack for Living Room Corner Lawn Window, Black","YIZAIJIA","FBA","Patio, Lawn & Garden",25004,"Stands",34.99,-23,134,215,4688.66,241,3.9,"YASITE",1,461,"N/A","Large Standard-Size",5.51,11.57,17.56,14.26,447.01,1554.81,"01/01/2024",3,6,3,0.56
"https://amazon.com/dp/B0C6B71ZG3","B0C6B71ZG3","Wood Baseball bat 18 Inch Pack of 10 Unfinished Mini Wood Baseball Bat, Small Bat, Party Decor, Bedroom, Crafts, by Woodpeckers","Woodpeckers","FBA","Arts, Crafts & Sewing",14707,"Woodcrafts",44.99,"N/A",232,43,10437.68,313,4.2,"Woodpeckers",2,"N/A","N/A","Small Oversize",2.32,6.69,19.37,3.68,83.51,208.78,"10/01/2023","-",8,9,0.74
"https://amazon.com/dp/B0C4HS5FQ1","B0C4HS5FQ1","Cour Pets Large Rabbit Castle & Chew Toys - Set of Wooden Rabbit Hideout with 3 Chew Toys & Staircase, Bunny Castle, Set of 4 Wood Rabbit Houses, Rabbit Houses and Hideouts, Guinea Pig & Bunny Hideout","Cour Pets","FBA","Pet Supplies",27040,"Habitat Décor",54.99,-26,175,0,9623.25,41,4.2,"Cour Pets",1,"N/A","N/A","Small Oversize",5.4,17,19.9,9.6,507.45,1268.63,"10/01/2023",8,8,0,4.27
"https://amazon.com/dp/B0BYDRY9BV","B0BYDRY9BV","MooMee Fitted Bottom Sheet Only 100% Washed Cotton Linen Like Textured Breathable Durable Soft Comfy Deep Pocket (Olive Green, Queen)","MooMee","FBA","Home & Kitchen",108220,"Fitted Sheets",36.99,"N/A",208,98,7693.92,40,4.2,"MOOMEE",1,1703,"N/A","Large Standard-Size",2.68,9.49,12.83,1.76,130.3,453.21,"09/01/2023",7,5,80,5.2
"https://amazon.com/dp/B0C2YPTQJF","B0C2YPTQJF","Eco-Ancheng Chair Cover Stretch Ottoman Cover Rectangular Storage Ottoman Slipcover Footrest Stool Covers Ottoman Slipcovers for Foot Stool with Nonslip Elastic Bottom","Eco-Ancheng","FBA","Home & Kitchen",97484,"Stool Covers",20.99,"N/A",303,99,6359.97,302,4.2,"Eco-Ancheng",1,3971,"N/A","Large Standard-Size",2.83,8.46,11.02,0.82,105.35,366.44,"07/01/2023",7,2,219,1
"https://amazon.com/dp/B0BZPJKQNF","B0BZPJKQNF","Yawinhe Under Bed Storage With Lids, Foldable Underbed Storage Box with Handles, Under Bed Storage Organizer Bins for Clothes, Blankets, Pillows, 31.5''Lx15.7''Wx6''H, 3-pack, Grey","Yawinhe","FBA","Home & Kitchen",376099,"Under-Bed Storage",54.99,2,77,36,4234.23,65,4.2,"Yawinhe",1,1161,"N/A","Large Standard-Size",7.91,11.02,16.22,6.75,564.57,1963.71,"07/01/2023","-",12,10,1.18
"https://amazon.com/dp/B0C89XSBNP","B0C89XSBNP","Patelai Mini Liquor Bottles Glass Syrup Bottles Flask Bottles with Black Caps Clear Empty Alcohol Shot Bottles Small Champagne Container DIY Gift for Birthday Weddings Party Favors(50 ml, 16 Pcs)","Patelai","FBA","Home & Kitchen",111543,"Decorative Bottles",22.99,-13,182,-24,4184.18,86,4,"PATELAI",1,"N/A","N/A","Large Standard-Size",4.88,7.24,7.24,3.48,102.14,355.27,"11/01/2023",7,6,7,2.19
"https://amazon.com/dp/B0C53VC1V1","B0C53VC1V1","Kosiz Rhinestone Notebook and Rhinestone Pen Sets, Crystal Pens, Crystal Journal, Bling Notebook, Diamond Travel Notebook, A5 Diamond Crystal Notebook Bling Office Accessories for Desk (AB Color)","Kosiz","FBA","Office Products",41776,"Hardcover Executive Notebooks",27.99,23,185,-47,5178.15,24,4.1,"Fetermun",1,"N/A","N/A","Small Standard-Size",0.75,6.69,9.53,0.86,19.09,66.41,"12/01/2023",5,6,4,7.71
"https://amazon.com/dp/B0C238W1HM","B0C238W1HM","Leejec Dog Toys, 2.5"" Interactive Light up Balls, Virtually Indestructible Chew Toys for Medium & Small Breed, Rubber Durable Fetch Training Balls, Pet Birthday Gift, 3-Pack","Leejec","FBA","Pet Supplies",33697,"Balls",16.99,9,240,-81,4077.6,96,3.5,"Leejec",1,"N/A","N/A","Large Standard-Size",2.64,2.72,7.68,0.66,22.02,76.6,"12/01/2023",4,6,3,2.5
"https://amazon.com/dp/B0C3V9TCHF","B0C3V9TCHF","MYHOBBY Shiny Rhinestone 40 Oz Tumbler with Handle,Stainless Steel Insulated Travel Coffee Mug Double Wall Leak Resistant Vacuum Tumbler with Straw,Dark Purple-Cow","MYHOBBY","FBM","Kitchen & Dining",113431,"Tumblers & Water Glasses",37.99,-4,115,-45,4368.85,55,3.8,"A+ costumes",1,"N/A","N/A","Large Standard-Size",5.91,4.33,11.02,1.54,"N/A","N/A","11/01/2023",1,6,18,2.13
"https://amazon.com/dp/B0BXJN3KRN","B0BXJN3KRN","POPTRAP Rat Trap Heavy Duty & Large - 24 Pack, Super Sticky Mouse Trap with Ultra-Strong Glue, Mouse Glue Trap with Scent of Peanut Butter for Indoor & Outdoor, Non-Toxic & Long-Lasting","POPTRAP","FBA","Patio, Lawn & Garden",5327,"Traps",27.99,-5,508,,14218.92,196,4.2,"Capere  LLC",1,"N/A","N/A","Large Standard-Size",5.55,9.45,10.63,4.09,222.64,774.39,"02/01/2024",4,7,5,2.59
"https://amazon.com/dp/B0C3HDF7PV","B0C3HDF7PV","Dolicer Wisteria Artificial Flower Garland 4Pcs Total 24Ft, Artificial Wisteria Garland, White Wisteria Flower Vines, Silk Wisteria Hanging Flowers for Wedding Arch Outdoor Ceremony Garden Porch Decor","Dolicer","FBA","Home & Kitchen",84959,"Artificial Flowers",19.99,-4,213,282,4257.87,189,3.8,"LANDSCAPEQ HOME DECOR",1,"N/A","N/A","Large Standard-Size",1.81,10.47,12.36,0.9,93.53,325.32,"08/01/2023","-",9,17,1.13
"https://amazon.com/dp/B0C1NCBYKT","B0C1NCBYKT","C&AHOME Cube Storage Organizer with Doors, 12-Cube Shelves, Closet Cabinet, DIY Plastic Modular Bookshelf Ideal for Bedroom, Living Room, 36.6”L x 12.4”W x 48.4”H Transparent White USHS3012W-DOOR","C&AHOME","FBA","Home & Kitchen",110208,"Closet Organization Systems",45.99,-9,149,23,6852.51,277,4.1,"C&AHOME",1,"N/A","N/A","Large Standard-Size",7.28,12.99,14.96,18.26,565.29,1966.24,"08/01/2023",7,8,3,0.54
"https://amazon.com/dp/B0BY38NKKR","B0BY38NKKR","Trimold Wall Trim Molding, Stainless Steel Peel and Stick (Mirror-Like Finish), Flexible Self-Adhesive Metal Trim for Ceiling, Mirror Frame and More, Metallized Silver","Trimold","FBA","Tools & Home Improvement",41923,"Wall Molding & Trim",23,"N/A",327,-5,7521,200,4,"TrimMolding",1,3157,"N/A","Large Standard-Size",1.81,6.81,7.01,1.26,34.52,120.06,"10/01/2023",3,9,9,1.64
"https://amazon.com/dp/B0C85BVL4W","B0C85BVL4W","Namalu Round Throw Pillow 13.8 Inch Decorative Round Velvet Floor Pillows Small Pumpkin Throw Pillow Cushion for Living Room Sofa Bed (Dark Pink,3 Pcs)","Namalu","FBA","Home & Kitchen",34190,"Throw Pillows",27.99,-13,486,286,13603.14,216,3.7,"Rampatchal",1,5313,"N/A","Large Standard-Size",4.72,11.97,11.97,2.56,270.04,939.29,"08/01/2023",6,7,13,2.25
"https://amazon.com/dp/B0B7J3CL7K","B0B7J3CL7K","Feelyou Kids Educational Curtains for Bedroom Playtime Collection ABC, Numbers and Shapes Learning Thermal Insulated Window Drapes Kids Play Window Treatment for Playroom Bedroom 52""x84""","Feelyou","FBM","Home & Kitchen",98361,"Curtain Panels",49.99,"N/A",101,8,5048.99,237,4.2,"zanlin",1,1227,-3,"Large Standard-Size",11.02,7.87,0.78,3.04,"N/A","N/A","12/01/2022","-",6,108,0.43
"https://amazon.com/dp/B0BQMNJR4K","B0BQMNJR4K","TheFitLife Flexible Garden Hose 10FT - Heavy Duty Kink Resistant Water Hose with Soft Grip Handle and 8 Function Nozzle, Durable, Strength and Leak Proof Hose for Gardening, Outdoor, Yard","TheFitLife","FBA","Patio, Lawn & Garden",51114,"Garden Hoses",16.99,"N/A",237,235,4026.63,165,3.6,"TheFitLife Gardening",1,"N/A","N/A","Large Standard-Size",4.02,9.88,9.92,2.99,157.21,546.82,"05/01/2023",9,7,4,1.44
"https://amazon.com/dp/B0C234XT1H","B0C234XT1H","6 Pack Solar Garden Lights with Seperator,HXWEIYE 8LED Firefly Solar Swaying Lights, 2 Lighting Modes & Sway at Breeze, Solar Fairy Lights Outdoor Waterproof for Outside,Pathway,Yard,Walkway,Xmas","HXWEIYE","FBA","Tools & Home Improvement",34693,"Path Lights",25.99,34,195,-99,5068.05,220,3.9,"HXWEIYE",1,"N/A","N/A","Large Standard-Size",3.58,7.24,17.01,2.27,176.05,612.34,"08/01/2023",6,6,3,0.89
"https://amazon.com/dp/B0C85CYJHZ","B0C85CYJHZ","JAYLUN Super Absorbent Bath Mat, Quick Dry Bath Mat Thin Rugs, Water Absorbing Bath Mat, Non Slip Under Door Washable Bath Mats for Shower Room, Sink, Kitchen Mat, Doormat (20x32 in, Green)","JAYLUN","FBA","Home & Kitchen",57368,"Bath Rugs",16.99,-17,450,406,7645.5,111,3.8,"JINGMU-FIRM",2,"N/A","N/A","Small Oversize",2.64,3.15,19.72,2.05,45.55,113.88,"11/01/2023",6,5,24,4.05
"https://amazon.com/dp/B0BYCKCTJW","B0BYCKCTJW","Sychien Dog Recovery Suit Pink Female Spay Surgical Large Shirt, Male Surgery Recovery Suit,Pink-White Striped XXXL","Sychien","FBA","Pet Supplies",24195,"Recovery Collars & Cones",20.79,"N/A",298,-24,6195.42,302,4.2,"Sychien",1,5307,"N/A","Large Standard-Size",1.5,5.67,9.41,0.4,31.96,111.16,"10/01/2023","-",6,139,0.99
"https://amazon.com/dp/B0BL6PFH18","B0BL6PFH18","Shower Curtain Rod tension no drill, 42 to 115 inch Adjustable Heavy Duty black shower tension curtain rod for bathroom Closet Windows(Black)","Fayesioal","FBA","Home & Kitchen",62323,"Shower Curtain Rods",23.74,"N/A",470,183,11157.8,348,4,"Fayesioal store",1,6380,"N/A","Large Standard-Size",4.06,4.29,17.44,2.8,121.16,421.44,"03/01/2023","-",6,10,1.35
"https://amazon.com/dp/B0BYZ5BY3J","B0BYZ5BY3J","SAMMART Collpasible Laundry Basket (19.5L Collapsible Laundry Basket (Grey))","SAMMART","FBM","Home & Kitchen",57083,"Laundry Baskets",19.99,"N/A",320,0,6396.8,37,4.1,"SAMMART, LLC",1,"N/A","N/A","Small Oversize",18.11,14.17,2.36,1.76,"N/A","N/A","01/01/2024",1,6,23,8.65
"https://amazon.com/dp/B0C5Y2J2HZ","B0C5Y2J2HZ","Donut Pillow Chair Seat Cushion for Tailbone Pain Relief, Memory Foam Firm Coccyx Pad Donut Cushion for Long Sitting, Office Chair, Gaming Chair and Car Seat Cushion - Black 18.5 * 17.5 * 5.5in","ZHOOGE","FBA","Kitchen & Dining",27905,"Chair Pads",29.99,8,340,165,10196.6,127,4.1,"ZHOOGE",1,"N/A","N/A","Large Standard-Size",4.69,5.75,16.34,1.96,175.69,611.1,"01/01/2024",6,7,2,2.68
"https://amazon.com/dp/B0C6F786JK","B0C6F786JK","Shinoske Adjustable C Table - C Shaped Side Table with Wheels for Living Room and Bedroom,with Storage Mesh Basket,Slide Under Sofa Table or Use as Laptop Table,C Table End Table,Rustic Brown","Shinoske","FBA","Home & Kitchen",60024,"End Tables",37.99,4,280,845,10637.2,38,4,"Stereoteck USA",1,"N/A","N/A","Large Standard-Size",5.91,12.87,17.13,8.18,520.27,1809.63,"01/01/2024",6,9,5,7.37
"https://amazon.com/dp/B0C4XY5MKN","B0C4XY5MKN","6 Tier 7 Potted Metal Plant Stand Indoor with Gardening Tools and Gloves, Corner Tall Tiered Plant Shelf Organizer Outdoor for Multiple Plants, Flower Pot Holder Display Rack for Patio, Garden","Facofaco","FBA","Patio, Lawn & Garden",18371,"Stands",29.99,-1,194,18,5818.06,146,4,"Facofaco",2,"N/A","N/A","Large Standard-Size",3.5,10.16,17.28,4.61,245.36,853.44,"10/01/2023",5,7,5,1.33
"https://amazon.com/dp/B0C3XHSQ7Q","B0C3XHSQ7Q","HLFMVWE Sunburst Wall Mirror Black Small Spoked Wall Decor Mirror Bohemian Home Round Modern Metal Wall Art Mirror for Living Room Hallway Bedroom Bathroom Balcony Farmhouse Entrance 12""","HLFMVWE","FBA","Home & Kitchen",62164,"Wall-Mounted Mirrors",16.99,-8,308,408,5232.92,22,4,"HLFMVWE",1,"N/A","N/A","Large Standard-Size",1.89,13.5,14.17,1,144.37,502.15,"01/01/2024",6,7,28,14
"https://amazon.com/dp/B0C5SRDD4X","B0C5SRDD4X","SyouHome Solar Lights Outdoor, 4000LM 380 LEDs Solar Motion Lights Outdoor Waterproof, 3 Modes 270° Wide Angle Solar Security Lights for Stairways/Front Door/Garage/Deck（4 Pack）","SyouHome","FBA","Tools & Home Improvement",93393,"Flood & Perimeter",54.99,-9,73,,4379.27,21,4.2,"Zyuan88",1,"N/A","N/A","Large Standard-Size",4.21,8.23,8.9,2.78,123.13,428.29,"01/01/2024","-",9,2,3.48
"https://amazon.com/dp/B0BRT65PWZ","B0BRT65PWZ","Acteb Basic Goose Down Feather Pillows Standard Size Set of 2 Pack Hotel Collection Bed Pillow for Sleeping Medium Firmness, 20x26 Inches","Acteb","FBA","Home & Kitchen",131471,"Bed Pillows",49.99,-27,147,-52,7348.53,228,4.1,"Acteb US Store",1,"N/A","N/A","Large Standard-Size",7.01,7.13,17.28,4.94,344.87,1199.55,"12/01/2023",5,6,10,0.64
"https://amazon.com/dp/B0C6MHJN9T","B0C6MHJN9T","Mostme 3 inch/75mm Button Maker Supplies 100 Sets, 3 inch Button Parts Button Supplies, Round Blank Button Badge Parts, Includes Metal Button Pin Back Cover, Metal Shells, Blank Paper&Clear Film","Mostme","FBA","Arts, Crafts & Sewing",7928,"Buttons",36.99,"N/A",330,82,12206.7,176,4,"Mostme",1,4635,"N/A","Large Standard-Size",6.54,7.87,11.18,3.95,229.77,799.21,"05/01/2023",6,8,4,1.88
"https://amazon.com/dp/B0C8SHFW97","B0C8SHFW97","Baby Bath Seat,Baby Bathtub Seat for 6 Months & Up, Infant Bath Seat with 4 Secure Suction Cups for Babies Sit Up Bathing in Tub Toddler Bath Seat (Pink)","GARKALY","FBA","Baby Products",12179,"Bath Seats",34.99,9,295,-43,10322.05,50,3.8,"GarKalY flagship",1,"N/A","N/A","Large Standard-Size",7.87,11.18,14.8,2.18,519.98,1808.61,"09/01/2023",6,6,2,5.9
"https://amazon.com/dp/B0C28D2LHB","B0C28D2LHB","Aokown Dog Shoes, Dog Boots for Large Dogs, Breathable Dog Booties Paw Protector for Summer Hot Pavement, Winter Snowy Day, Outdoor Walking, Indoor Hardfloors Anti Slip Sole Blue 4PCS-Size 6","AOKOWN","FBA","Pet Supplies",41782,"Boots",32.99,15,302,1256,9962.98,81,3.9,"AOKOWN",1,"N/A","N/A","Large Standard-Size",2.6,6.38,7.87,0.41,52.11,181.24,"01/01/2024","-",6,36,3.73
"https://amazon.com/dp/B0CC2MWM9L","B0CC2MWM9L","20 Gauge/0.8 mm, 5 FT Half Hard 925 Sterling Silver Wire, Round Making Jewelry Wire, Memory Wire","ichenbao","FBA","Arts, Crafts & Sewing",13991,"Wire",18.99,"N/A",219,,4158.81,58,4.2,"ichenbao",1,"N/A","N/A","Small Standard-Size",0.39,3.78,3.82,0.02,2.25,7.82,"02/01/2024",6,7,14,3.78
"https://amazon.com/dp/B0BLJKT8RF","B0BLJKT8RF","ELFTREE Tactical Dog Harness, 2X Metal Buckle, Military Reflective Dog Harness with Hidden Airtag Holder and Handle, Adjustable No-Pull Service Dog Vest with Molle & Loop Panels","ELFTREE","FBA","Pet Supplies",41766,"Vest Harnesses",29.99,"N/A",169,-45,5068.31,100,4.1,"ELFTREE",1,"N/A","N/A","Large Standard-Size",4.57,5.55,7.17,1.43,72.62,252.58,"11/01/2023",5,6,12,1.69
"https://amazon.com/dp/B0C5HWFMVT","B0C5HWFMVT","Stretch Sofa Covers for Cushion Couch,Universal Wear Resistant Slipcover with Elastic Bottom,Magic Couch Cover Furniture Protector,Anti-Slip L Shape Sofa Cover,Double Seat,Weave-Metal Gray","Rosygulls","FBA","Home & Kitchen",207377,"Sofa Slipcovers",20.92,-22,257,1340,5376.44,43,3.9,"Honghotboy",2,"N/A","N/A","Large Standard-Size",4.57,8.94,12.36,0.9,201.64,701.36,"06/01/2023","-",7,96,5.98
"https://amazon.com/dp/B0C3CBTWVL","B0C3CBTWVL","Wonnitar Tropical 2x3 Small Bathroom Rug,Washable Green Leaf Bath Mat,Non-Slip Cute Monstera Kitchen Sink Throw Rug,Low Pile Non-Shedding Floor Carpet for Bedside Dorm Doormat Decor","Wonnitar","FBA","Home & Kitchen",76504,"Area Rugs",21.99,"N/A",420,322,9235.8,102,4.2,"Wonnitar Shoppe",1,"N/A","N/A","Large Standard-Size",3.15,10,13.78,1.97,173.3,602.78,"01/01/2024",6,7,24,4.12
"https://amazon.com/dp/B0C4XYDKMV","B0C4XYDKMV","Brushed Nickel Shower Curtain Rod, YASONIC 42-72 Inch Never Rust Non-Slip Adjustable Tension Curtain Rod, No Drilling Spring Tension Shower Rods for Bathroom, Shower Stall, Windows","YASONIC","FBA","Home & Kitchen",46257,"Shower Curtain Rods",26.99,-4,518,-50,13980.82,371,4.2,"WdWkrTools",1,"N/A","N/A","Small Oversize",2.5,2.5,42,2,72.92,182.29,"11/01/2023","-",9,10,1.4
"https://amazon.com/dp/B0C8RTH44N","B0C8RTH44N","40 OZ Tumbler with Handle and Straw, Insulated Water Tumbler for Home,Office or Car - Reusable Iced Coffee Cup,Double Vacuum Stainless Steel Travel Coffee Mug,Keep Hot/Cold for Hours (Black)","Extourber","FBA","Kitchen & Dining",25333,"Tumblers & Water Glasses",19.99,-3,425,-23,8495.75,70,4.2,"B4ycc",1,"N/A","N/A","Large Standard-Size",4.41,5.98,11.22,1.43,118.15,410.96,"12/01/2023",6,5,11,6.07
"https://amazon.com/dp/B0C7K9P2SH","B0C7K9P2SH","Dolicer 16 Pcs Babys Breath Artificial Flowers, 19.7"" Faux Silk Flowers, Real Touch Fake Gypsophila Bouquets for Home Kitchen Floral Arrangement Wedding Party Christmas Halloween Decoration, Red","Dolicer","FBA","Home & Kitchen",112515,"Artificial Flowers",21.99,56,372,441,9668.28,26,3.8,"LANDSCAPEQ HOME DECOR",1,1405,"N/A","Large Standard-Size",3.9,4.57,11.5,0.86,81.84,284.67,"01/01/2024","-",9,15,14.31
"https://amazon.com/dp/B0C9PW2QX8","B0C9PW2QX8","ECO LIVING SOLUTIONS Roof Ice Melt Pucks Calcium Chloride Pucks | Prevent Damage to Roofs from Ice Dams | Roof Melt Tablets | Works Down to -25 °F (10 Pounds/48 Pucks)","ECO LIVING SOLUTIONS","FBA","Patio, Lawn & Garden",20734,"Snow & Ice Melters",27.95,"N/A",521,1358,14561.95,64,4,"Eco Garden Solutions",1,"N/A","N/A","Large Standard-Size",6.69,8.54,9.72,11.73,221.75,771.29,"01/01/2024",5,7,2,8.14
"https://amazon.com/dp/B0BX3D842Z","B0BX3D842Z","POVODA Bathroom Mat Quick Dry Bath Rugs Non-Slip Bathroom Floor Mat Super Absorbent Washable Rubber Bathtub Floor Mat Fit Under Door Thin Bath Mats (20x32 Inch, Grey)","POVODA","FBA","Home & Kitchen",231514,"Bath Rugs",24.99,-5,186,57,4648.14,45,4.1,"POVODA",1,"N/A","N/A","Small Oversize",2.25,2.75,20.12,1.9,34.58,86.45,"11/01/2023",3,6,12,4.13
"https://amazon.com/dp/B0C68PTCGT","B0C68PTCGT","VEOFEMLEA Pegboard Combination Kit, 4 Peg Boards and 14 Accessories Modular Hanging Yellow Pegboard for Walls, Office Wall Organizer, Keys Holder on Wall, Nursery Storage, 22""x22""","VEOFEMLEA","FBA","Industrial & Scientific",45764,"Pegboard Hooks",34.99,-17,148,6,5178.52,16,4.1,"PENCILROOM",1,382,"N/A","Large Standard-Size",5.75,11.89,12.01,4.1,327.69,1139.79,"12/01/2023",2,7,4,9.25
"https://amazon.com/dp/B0C9PM6NVM","B0C9PM6NVM","Zenouidle LED Crystal Ceiling Light 3 Rings Crystal Chandelier Modern Flush Mount Ceiling Light Fixture for Bedroom Dining Room Living Room (Cool White)","Zenouidle","FBA","Tools & Home Improvement",77192,"Chandeliers",36.99,-12,111,81,4105.89,16,4.2,"XINLI FIGHT",1,"N/A","N/A","Large Standard-Size",5.63,11.73,16.1,4.72,424.56,1476.73,"01/01/2024","-",7,9,6.94
"https://amazon.com/dp/B0C3VHV93X","B0C3VHV93X","SURPALIG 2 LED Lights for Room Decor, 16 Colors Switchable RGB Wall Sconces Battery Operated, Remote Dimmable Night Light Rechargeable, Magnetic Cordless Wall Lights for Bedroom Living Room, Black","SURPALIG","FBA","Tools & Home Improvement",26685,"Wall Lamps & Sconces",39.99,-34,213,137,8517.87,84,3.4,"SURPALIG",1,"N/A","N/A","Large Standard-Size",5.16,5.87,11.42,3.11,138.12,480.42,"10/01/2023","-",9,9,2.54
"https://amazon.com/dp/B0C5ML1GJJ","B0C5ML1GJJ","HUISEFOR Stand Mixer Cover Compatible with Kitchen Aid Mixer, Brown Flower Kitchen Appliance Dustproof Covers with Accessories Pockets, Fits All Tilt Head & Bowl Lift Models Mixers","HUISEFOR","FBA","Home & Kitchen",100137,"Mixer Parts & Accessories",17.99,"N/A",269,11,4839.31,94,4.2,"HUISEFOR",2,"N/A","N/A","Small Standard-Size",4,4,0.4,0.2,2.56,8.89,"11/01/2023",6,7,156,2.86
"https://amazon.com/dp/B0C4Y736D5","B0C4Y736D5","KICHOMTI Magnetic Calendar for Fridge Monthly Dry Erase Calendar Whiteboard 16”x12"" Inches+Memo Acrylic Dry Erase Board for Refrigerator with 4 Dry Erase Markers in 4 Colors House Decor(Black)","Kichomti","FBA","Office Products",20436,"Planning Boards",28.99,-8,246,8,7131.54,27,3.9,"Chinhel Store",1,"N/A","N/A","Large Standard-Size",1.42,12.24,16.46,1.63,114.04,396.65,"01/01/2024",5,6,5,9.11
"https://amazon.com/dp/B0C4Y34H8F","B0C4Y34H8F","Hzuaneri Closet Organizer, Freestanding Portable Closet, 60-inch Closet Wardrobe for Bedroom, 2 Clothes Rail with 5 Compartments Shelves Storage Organizer for Cloakroom, Black WH03032BK","Hzuaneri","FBA","Home & Kitchen",159868,"Portable Closets",29.99,-2,329,,9866.71,39,4.1,"Hzuaneri",1,"N/A","N/A","Small Oversize",5.5,9,35.7,13,490.88,1227.19,"01/01/2024",5,9,2,8.44
"https://amazon.com/dp/B0C9LMJFN9","B0C9LMJFN9","FAYOGOO Cat Harness and Leash Set for Walking Escape Proof, Adjustable Easy Control Cat Vest Harness for Medium Large Small Cats with Reflective Strips - Black, S","FAYOGOO","FBA","Pet Supplies",11914,"Harnesses",13.97,"N/A",704,-14,9834.88,395,4.1,"FAYOGOO",1,5009,"N/A","Large Standard-Size",1.42,6.89,7.72,0.22,30.09,104.66,"10/01/2023",4,6,15,1.78
"https://amazon.com/dp/B0C4Y7GNCM","B0C4Y7GNCM","LIGHTWISH Metallic Markers 24 Colors Metallic Paint Markers,Dual Tip Pens with Dot Tip and Fine Tip,Metallic Pens for Rock Painting,Black Paper,Glass,Diy Craft Project,Card Making","LIGHTWISH","FBA","Arts, Crafts & Sewing",21874,"Art Markers",23.99,"N/A",182,,4366.18,70,4.2,"Lightwish",1,"N/A","N/A","Large Standard-Size",1.1,6.26,6.69,0.73,18.44,64.15,"01/01/2024",5,8,3,2.68
